framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02059520035982132
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.2548255920410156
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.023731200397014617
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.26486079692840575
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.2579103946685791
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.023904000222682954
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.02444159984588623
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.26225600242614744
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02330559939146042
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.2565792083740234
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.022515200078487396
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.26803200244903563
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.02507199943065643
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.27383999824523925
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.023398399353027344
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,16,16,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.26490559577941897
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,16,16,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.024428799748420715
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,32,32,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.2541856050491333
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,32,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.25848000049591063
